Link,Rodzaj (nośnik),Dział,Autor,Tytuł,Tytuł originału,Język,Wydawca,Rok wydania,Rodzaj oprawy,Wymiary,Liczba stron,Ciężar,Wydano,ISBN,EAN/UPC,Image,Description,Kategoria
/pl/ostre_przedmioty-9788377789438,książka / book,Książki i czasopisma / Books and periodicals,Gillian Flynn,Ostre przedmioty,Sharp objects,angielski,Słowne (dawniej Burda Książki),2015,Twarda,13.5x20.5,360,"0,36 kg",14.01.2015,9788377789438 (9788377789438),9788377789438,/img/product_images_new/052/193052_01_ostre_przedmioty.300.jpg,"Najlepszy thriller Amazon.com! Camille Preaker po krótkim pobycie w klinice psychiatrycznej wraca do pracy reporterki w „Daily Post” i otrzymuje zlecenie na artykuł o tajemniczych zabójstwach dwóch małych dziewczynek w jej rodzinnym miasteczku. Z niechęcią wraca do wspaniałej wiktoriańskiej rezydencji, w której się wychowała, gdzie zaczyna ją prześladować wspomnienie tragedii z dzieciństwa. Stara się odkryć prawdę o brutalnych zbrodniach. Wszystkie tropy prowadzą jednak w ślepą uliczkę i zmuszają Camille do rozwikłania zagadki własnej przeszłości, której musi stawić czoło. „Znakomity debiut to zbyt łagodnie powiedziane. Nie czytałem tak bezlitośnie przerażającej sagi rodzinnej od czasu Wężoskóry Johna Harrisa, po którą sięgnąłem trzydzieści lat temu. Ostre przedmioty to nie jakaś tam płytka powieść oparta na chwytliwych pomysłach; jej groza narasta. Ostatnie trzydzieści stron czytałem, czując strach, ale nie mogłem oderwać się od nich. Gdy już zgasiłem światło, cała historia wciąż tkwiła w mojej głowie, wijąc się i sycząc niczym wąż w jamie. Zachwycający kawał dobrej literatury, napisany świetnym językiem i z dużą wnikliwością”. Stephen King „Dowcipny, stylowy, fascynujący debiut. Prawdziwe objawienie”. Harlan Coben Gillian Flynn zadebiutowała powieścią „Ostre przedmioty”, którą obsypano najważniejszymi nagrodami literackimi na świecie i znakomitymi recenzjami. Kolejna książka „Mroczny Zakątek” była bestsellerem „New York Timesa”. Trafiła do finału Ian Fleming Steel Dagger Award oraz na listy najlepszych książek. Pisarkę uhonorowano prestiżową Quill Award za najlepszy thriller roku. Kolejna powieść „Zaginiona dziewczyna” podbiła serca krytyków i czytelników na całym świecie i przeniesiono ją na ekran w reżyserii Davida Finchera.",Sensacyjne i thrillery
/pl/zaginiona_dziewczyna-9788377784945,książka / book,Książki i czasopisma / Books and periodicals,Gillian Flynn,Zaginiona dziewczyna,,,G+J Książki,2013,Miękka,,652,"0,46 kg",19.03.2013,978-83-7778-494-5 (9788377784945),9788377784945,/img/product_images_new/363/296363_01_zaginiona_dziewczyna.300.jpg,"Jest upalny letni poranek, a Nick i Amy Dunne obchodzą właśnie piątą rocznicę ślubu. Jednak nim zdążą ją uczcić, mądra i piękna Amy znika z ich wielkiego domu nad rzeką Missisipi. Podejrzenia padają na męża. Nick coraz więcej kłamie i szokuje niewłaściwym zachowaniem. Najwyraźniej coś kręci i bez wątpienia ma w sobie wiele goryczy - ale czy rzeczywiście jest zabójcą? Z siostrą Margo u boku próbuje udowodnić swoją niewinność. Jednak jeśli Nick nie popełnił zbrodni, gdzie w takim razie podziewa się jego cudowna żona?",Sensacyjne i thrillery
/pl/mroczny_zakatek-9788324025909,książka / book,Książki i czasopisma / Books and periodicals,Gillian Flynn,Mroczny zakątek,Dark places,angielski,Znak,2014,Miękka,13.5x21.0,512,"0,465 kg",08.10.2014,9788324025909 (9788324025909),9788324025909,/img/product_images_new/501/181501_01_mroczny_zakatek.300.jpg,"Libby Day była małą dziewczynką, gdy zamordowano jej matkę i dwie starsze siostry. To jej zeznania doprowadziły do skazania jej piętnastoletniego brata Bena na dożywocie. Dziś, po dwudziestu pięciu latach, Ben nadal siedzi w więzieniu, a Libby desperacko potrzebuje pieniędzy. Kiedy więc członkowie Klubu Zbrodni, stowarzyszenia, które fascynuje się tajemniczymi zabójstwami uznają, że Ben został niesłusznie skazany i proponują jej pieniądze w zamian za pomoc w jego uwolnieniu, Libby nie może się nie zgodzić. Musi poradzić sobie z demonami przeszłości, ocenić, co naprawdę pamięta z tamtej nocy, a co wmówiono jej w trakcie śledztwa i wreszcie poznać prawdę o swojej rodzinie. Czy brutalnego morderstwa dopuścił się brat, posądzany o satanizm? Czy śledczy popełnili błąd? Gillian Flynn jest światowym fenomenem wydawniczym. Jej ostatnia powieść, „Zaginiona dziewczyna”, sprzedała się w ponad 6 milionach egzemplarzy i zapoczątkowała modę na thrillery psychologiczne -podobną do tej na kryminały skandynawskie po publikacji trylogii „Millenium”. Jej debiutancka powieść „Ostre przedmioty”, jako pierwsza w historii, zdobyła dwie Dagger Award. „Mroczny zakątek” został wybrany najlepszą książką roku według „Publisher’s Weekly”, ulubioną książką krytyków „New York Timesa” i „Chicago Tribune”. Tej jesieni w kinach pojawią się ekranizacje dwóch jej powieści: „Zaginionej dziewczyny” w reżyserii Davida Finchera i „Mrocznego zakątka” z Charlize Theron w roli głównej. Libby Day Dziś Gdzieś we mnie w środku gnieździ się wredność, nama¬calna niczym organ wewnętrzny. Gdyby ktoś rozciął mi brzuch, pewnie by wypadła na podłogę, jak kawał brunat¬nego mięsa, który można by podeptać. Jestem nieodrod¬ną córką Dayów. W naszych żyłach płynie skażona krew. Nigdy nie należałam do grzecznych dzieci, a po masakrze zrobiłam się jeszcze gorsza. Mała Sierotka Libby z dnia na dzień pochmurniała i więdła, przerzucana od jednych krewnych do drugich – od dalekich kuzynów do sióstr bab¬ci, a potem do przyjaciół przyjaciół – i tułała się po przycze¬pach kempingowych i zapadłych ranczach w całym Kansas. Do szkoły poszłam w za dużych ciuchach po starszych, nie¬żyjących siostrach. Koszule miały musztardowe plamy pod pachami. Spodnie wiszące w kroku, jak u klauna, trzymały się na zdezelowanym pasku, zapiętym na ostatnią dziur¬kę. Na każdym zdjęciu klasowym mam rozczochrane wło¬sy, a spinki zwisające z kosmyków wyglądają jak paprochy, które przywiał wiatr. Wory pod oczami jak u zapijaczonej dozorczyni. Pogardliwie wykrzywione usta miały chyba imitować uśmiech. Tego akurat nie jestem pewna. Nie byłam rozkosznym dzieckiem i kiedy dorosłam, bynajmniej nie zyskałam na uroku osobistym. Moją du¬szę można by przedstawić jako paskudny bohomaz z wiel-kimi kłami...",
/pl/lotnisko_w_monachium-9788379762613,książka / book,Książki i czasopisma / Books and periodicals,Greg Baxter,Lotnisko w Monachium,,polski,Czwarta Strona,2015,Twarda,14.6x21.0,318,"0,442 kg",06.05.2015,9788379762613 (9788379762613),9788379762613,/img/product_images_new/055/202055_01_lotnisko_w_monachium.300.jpg,"Amerykanin mieszkający w Londynie odbiera telefon. Niemiecka policja informuje go o śmierci siostry. Miriam zmarła z zagłodzenia. Trzy tygodnie później bohater, jego starzejący się ojciec i amerykańska urzędniczka konsularna znajdują się na spowitym mgłą lotnisku w Monachium, skąd trumna z ciałem Miriam ma zostać przewieziona do Stanów. Opóźnienie w podróży wywołuje lawinę wspomnień i pytań o przyczynę tej niespodziewanej i wydawać by się mogło, osobliwej śmierci. Lotnisko w Monachium to przejmująca opowieść o samotności. Wciągająca, śmiała i hipnotyczna lektura – dzieło jednego z najbardziej utalentowanych współczesnych pisarzy amerykańskich. „Wybitny talent!”  The Guardian „Jeśli powieść Saula Bellowa opisywała, jak twierdzili niektórzy recenzenci, śmierć patriarchatu w połowie XX w., Lotnisko w Monachium jest jego sekcją zwłok, kryminalnym śledztwem mówiącym o tym, co oznacza w dzisiejszych czasach bycie mężczyzną i bycie człowiekiem”. Times Literary Supplement „To powieść, która bez cienia sentymentalizmu mówi o znaczeniu rodziny i – na odwrót – o egzystencjalnej samotności każdej  postaci – samotności, która zubożyła ich życie”. Independent „Opowieść… o czasach, w których żyjemy, o naturze konsumpcji oraz o prześladujących nas lękach, które odseparowują nas od samych siebie i innych…”. Irish Times",
/pl/zamet-9788380159990,książka / book,Książki i czasopisma / Books and periodicals,Vincent V. Severski,Zamęt,,polski,Czarna owca,2022,Miękka ze skrzydełkami,13.3x20.0,528,"0,54 kg",18.04.2018,9788380159990 (9788380159990),9788380159990,/img/product_images_new/627/367627_01_zamet.300.jpg,"W Pakistanie porwany zostaje przez talibów polski biznesmen. Grozi mu śmierć. Do akcji ratunkowej rusza super tajna jednostka Agencji Wywiadu znana jako „Sekcja”. Szybko okazuje się jednak, że porwanie jest tylko częścią szerszego planu, w który zaangażowane są wywiady różnych krajów i staje się ono powodem do bezwzględnych rozgrywek politycznych w Polsce. Pod kierunkiem ekscentrycznego Romana „Sekcja”, czyli Monika – absolwentka ASP, Dima – były nielegał, Ela i Witek, z narażeniem życia próbują zdemaskować zdrajcę i podróżując przez Grecję, Rosję, Pakistan i RPA rozwikłać trudną szpiegowską zagadkę. Informacja dotycząca wprowadzenia produktu do obrotu: Ten produkt został wprowadzony na rynek przed 13 grudnia 2024 r. zgodnie z obowiązującymi wówczas przepisami (Dyrektywą o ogólnym bezpieczeństwie produktów). W związku z tym może on być nadal sprzedawany bez konieczności dostosowania do nowych wymogów wynikających z Rozporządzenia o Ogólnym Bezpieczeństwie Produktów (GPSR). Produkt zachowuje pełną legalność w obrocie, a jego jakość i bezpieczeństwo pozostają zgodne z obowiązującymi wcześniej standardami. Information regarding product placement on the market: This product was placed on the market before December 13, 2024, in accordance with the applicable regulations at the time (the General Product Safety Directive). As a result, it can continue to be sold without needing to meet the new requirements introduced by the General Product Safety Regulation (GPSR). The product remains fully compliant with all previously valid legal standards, ensuring its continued quality and safety.",Kryminały
/pl/zludzenie-9788375444391,książka / book,Książki i czasopisma / Books and periodicals,Thomas Erikson,Złudzenie,,szwedzki,REA,2012,Miękka ze skrzydełkami,15.0x22.5,576,"0,61 kg",,9788375444391 (9788375444391),9788375444391,/img/product_images_new/124/79124_01_zludzenie.300.jpg,"W przeciągu jednego tygodnia w Sztokholmie zostaje zastrzelonych dwóch biznesmenów. Zanim z zimną krwią publicznie wykonano na nich wyrok, obaj byli szantażowani. Zabójca zdaje się nie popełniać żadnych błędów. Behawiorysta Alex King, początkowo wezwany przez policję w roli świadka, szybko wplątuje się w wydarzenia związane ze śledztwem. Do spółki z komisarzem Gabrielem Hellmarkiem oraz panią inspektor Niną Mander, próbuje rozwikłać tę niezwykłą zagadkę. Wszystko wskazuje bowiem na to, że policja ma do czynienia z zupełnie nowym graczem w sztokholmskim świecie przestępczym. THOMAS ERIKSON – behawiorysta, trener, specjalista w zakresie coachingu liderów. Mieszka pod Sztokholmem z partnerką życiową oraz piątką dzieci. Złudzenie to jego debiutancka powieść.",Sensacyjne i thrillery
/pl/odwet-9788376486345,książka / book,Książki i czasopisma / Books and periodicals,Kristina Ohlsson,Odwet,Tusenskonor,polski,Prószyński Media,2011,Miękka ze skrzydełkami,14.0x20.5,400,"0,37 kg",,9788376486345 (9788376486345),9788376486345,/img/product_images_new/235/89235_01_odwet.300.jpg,"W klaustrofobicznym świecie zbrodni życie nie ma wartości. Ale może mieć swoją cenę. Trzymający w napięciu skandynawski kryminał następczyni Henninga Mankella! W Sztokholmie znaleziono zwłoki pastora Ahlbina i jego małżonki. Pozostawiony przez mężczyznę list sugeruje, że zabił żonę, a następnie popełnił samobójstwo. Powodem miała być wiadomość o śmierci córki, która zmarła wskutek przedawkowania narkotyków. Ci, którzy znali rodzinę, utrzymują jednak, że córka Ahlbinów nie była narkomanką, a śmierć pastora miała związek z prowadzoną przez niego działalnością na rzecz nielegalnych imigrantów. Wkrótce dochodzi do kolejnych tajemniczych śmiertelnych wypadków, które łączą się ze sprawą Ahlbinów. Wielowątkowe, skomplikowane dochodzenie odsłania stopniowo powiązania pomiędzy ofiarami morderstw w Sztokholmie, a także ujawnia tło wydarzeń rozgrywających się w Bangkoku, gdzie ktoś prześladuje szwedzką dziennikarkę…",
/pl/drzewo_morwowe-9788393346257,książka / book,Książki i czasopisma / Books and periodicals,Tomasz Białkowski,Drzewo Morwowe,,polski,Szara Godzina,2012,Miękka,13.5x21.0,304,"0,32 kg",13.06.2012,9788393346257 (9788393346257),9788393346257,/img/product_images_new/628/109628_01_drzewo_morwowe.300.jpg,"Rok 2004. Na północy kraju dochodzi do serii morderstw, których ofiarami są starsi mężczyźni. Paweł Werens, młody dziennikarz jednej z warszawskich gazet, otrzymuje zadanie napisania reportażu o tych wstrząsających wydarzeniach. Początkowa pogoń za sensacją zamienia się wkrótce w walkę z demonami przeszłości. Jaki związek mają współczesne brutalne morderstwa z męczeńską śmiercią pierwszych chrześcijan? Czy dziennikarskie śledztwo prowadzone przez Werensa pozwoli na rozwiązanie zagadki i powstrzymanie przestępcy przed ukończeniem szaleńczego planu, czy też zadziała jak katalizator, pociągając za sobą kolejne ofiary? I co oznaczają motyle znalezione w ustach zabitych? Białkowski potrafi swoją opowieścią przerazić, zaintrygować i zachwycić. Odnajdziemy tutaj to, co lubimy najbardziej w trzymających w napięciu historiach: tajemnicę, zawiłą intrygę, wyrafinowane zbrodnie i perfekcyjne planowanie. Warto zanurzyć się w tej miejscami makabrycznej, ale inteligentnej powieści i poczuć smak dobrego polskiego kryminału. Losy głównego bohatera Drzewa morwowego będzie można śledzić w kolejnej powieści Tomasza Białkowskiego pt. Kłamca.",Kryminały
/pl/sukienka_z_mgiel-9788377790762,książka / book,Książki i czasopisma / Books and periodicals,Joanna M. Chmielewska,Sukienka z mgieł,,polski,MG,2013,Miękka,14.5x20.5,240,"0,23 kg",,9788377790762 (9788377790762),9788377790762,/img/product_images_new/312/96312_01_sukienka_z_mgiel.300.jpg,"Piwnica pod Liliowym Kapeluszem to miejsce niezwykłe. Podobnie jak i jej właścicielka – Weronika, która potrafi odpowiedzieć na pytanie, zanim rozmówca zdąży je zadać, przeczuwa, co się wydarzy, widzi więcej niż inni… I wie, że ludzie przychodzą do kawiarni niekoniecznie po to, żeby się napić dobrej kawy, a ich oczekiwania czasami mają niewiele wspólnego z tym, co figuruje w menu. Czego więc szukają i co odnajdują w Piwnicy pod Liliowym Kapeluszem jej goście? Małomówny, który nie rozstaje się ze swoim laptopem, zasłaniająca rękawem siniak Krycha Karpieluk, autystyczna Kora i jej mama, Mateusz zamawiający zawsze kawę Monsooned Malabar, Ala o wyglądzie grzecznej dziewczynki i obgryzający paznokcie Andrzejek… I co może zmienić czasami z pozoru niewiele znaczące zdarzenie? Jakaś wizytówka, która wypadła z portfela, ludzik z kamyków, latte podana zamiast czarnej Monsooned Malabar albo kilka słów wypowiedzianych w odpowiednim momencie… Ci, którzy czytali Poduszkę w różowe słonie, spotkają w Sukience z mgieł starych znajomych i dowiedzą się, co z Brazylijczykiem, z którym Weronikę połączyła nie tylko miłość do kawy, i czy udało się Ani, Hance i Łukaszowi.",
/pl/zabojczy_miesiac_miodowy-9788375757392,książka / book,Książki i czasopisma / Books and periodicals,"Don Lasseter , Ronald E. Bowers",Zabójczy miesiąc miodowy,,polski,Hachette Polska,2011,Miękka,13.5x20.5,400,"0,34 kg",,9788375757392 (9788375757392),9788375757392,/img/product_images_new/100/83100_01_zabojczy_miesiac_miodowy.300.jpg,"Rebeka Salcedo miała miły uśmiech, ponętne ciało i wielki apetyt na życie. Brakowało jej tylko pieniędzy, tymi zaś dysponował nieśmiały Bruce Cleland. Wystarczyło wymyślić, jak przejąć jego fortunę. Najlepiej skłaniając go do ożenku, a potem... wysyłając na tamten świat.",
