Link,Rodzaj (nośnik),Dział,Autor,Tytuł,Tytuł originału,Język,Wydawca,Rok wydania,Rodzaj oprawy,Wymiary,Liczba stron,Ciężar,Wydano,ISBN,EAN/UPC,Image,Description,Kategoria
/pl/moj_ojciec_nazista-9788382808858,książka / book,Książki i czasopisma / Books and periodicals,Kate Hewitt,Mój ojciec nazista,When We Were Innocent,polski,Filia,2024,Miękka ze skrzydełkami,13.5x20.5,416,"0,368 kg",13.03.2024,9788382808858 (9788382808858),9788382808858,/img/product_images_new/244/854244_01_moj_ojciec_nazista.300.jpg,"Powieść autorki bestsellerowej „DZIEWCZYNY Z BERLINA"" KOCHASZ OJCA Z CAŁEGO SERCA. ALE CO, JEŚLI NIE JEST TYM, ZA KOGO GO MASZ? CO JEŚLI PRZEZ CAŁE ŻYCIE SKRYWAŁ PRZED TOBĄ NIEWYBACZALNY SEKRET? Libby Trent wierzy, że zna różnicę między dobrem a złem. Ale wszystko ulega zmianie, gdy dowiaduje się o Hansie Brennerze, naziście, który uciekł z Niemiec po drugiej wojnie światowej. Zbrodniarzu wojennym, który całe życie spędził w ukryciu. Mężczyzną podejrzany o bycie Hansem Brennerem jest ukochany ojciec Libby. Najcudowniejszy, najłagodniejszy mężczyzna, jakiego zna. Który wychował ją samotnie, który mieszka w jej domu rodzinnym. Który opiekuje się jej dziećmi. Gdy Libby odnajduje w sypialni taty tajemnicze pudełko, wie, że może zawierać dowody. Ale czy odważy się je otworzyć, jeśli zawartość może udowodnić, że jej ojciec jest winien najbardziej obrzydliwych zbrodni w historii? Bo jeśli znajdzie dowody, to nie będzie tylko wybór między dobrem a złem. Będzie musiała zdecydować, czy zdradzić ojca…","Historyczna. Wojenna, Powieść zagraniczna"
/pl/agentka_wroga-9788382808872,książka / book,Książki i czasopisma / Books and periodicals,Anna Rybakiewicz,Agentka wroga,,polski,Filia,2023,Miękka ze skrzydełkami,13.0x20.0,366,"0,375 kg",,9788382808872 (9788382808872),9788382808872,/img/product_images_new/526/807526_01_agentka_wroga.300.jpg,"WOJNA CHCIAŁA JEJ WYDRZEĆ OSTATNIĄ BLISKĄ OSOBĘ. MUSIAŁA SIĘ POŚWIĘCIĆ. BYŁA MU TO WINNA… TYLKO JEMU, NIKOMU WIĘCEJ. Na początku 1943 roku agentka Abwehry Angela Dremmler zostaje wysłana do Warszawy. Kobieta oficjalnie ma przejść na stronę wroga, a faktycznie ma wspierać niemiecki wywiad. Będąc pod ścisłą obserwacją, rozpoczyna swoją grę, w której stawką jest coś więcej niż wygrana wojna. Kilka miesięcy później Angela zostaje oskarżona o zdradę i osadzona w łomżyńskim więzieniu. Niemcy składają jej propozycję: „życie w zamian za informacje”. Wie, że jeżeli będzie milczeć, zginie, dlatego zaczyna snuć swoją opowieść o tym, jak stała się agentką wroga. Próbuje tym samym zyskać cenny czas, nie tylko dla siebie… BALANSUJĄC NA GRANICY PRAWDY I KŁAMSTWA, PROWADZI PODWÓJNĄ GRĘ, O KTÓRĄ NIKT JEJ NIE PODEJRZEWA… Rozkochaj w sobie wroga. Miłość to śmiertelna broń.","Społeczno-obyczajowa, Literatura kobieca, Powieść polska"
/pl/porwani-9788382808889,książka / book,Książki i czasopisma / Books and periodicals,Marcel Moss,Porwani,,polski,Filia,2024,Miękka ze skrzydełkami,13.5x20.5,400,"0,352 kg",14.02.2024,9788382808889 (9788382808889),9788382808889,/img/product_images_new/814/844814_01_Porwani.300.jpg,"Łódź, rok 2017. 20-letnia Michalina Antkowiak wychodzi z domu na spotkanie z przyjaciółką. Nie dociera jednak na umówione miejsce i przestaje dawać znaki życia. Zmartwieni rodzice oskarżają o porwanie córki jej chłopaka, Doriana Misztryna. Syn kontrowersyjnego biznesmena ma jednak solidne alibi. W efekcie śledztwo utyka w martwym punkcie. Kilka lat później Michalina zjawia się u progu domu w tych samych ubraniach, które miała na sobie tamtego wieczora. Wypytywana przez wstrząśniętych rodziców o powody zniknięcia, nie potrafi wydusić z siebie ani słowa. Rozwiązania zagadki podejmują się Ignacy „Igi” Sznyder i Sandra Milton z Agencji Poszukiwań Osób Zaginionych „ECHO”. Detektywi cofają się do przeszłości i ustalają, że prawdę mogą znać uczestnicy weekendowego wyjazdu w Karkonosze. Wyjazdu, który na zawsze odmienił życie grupy przyjaciół. „WIELU PORWANYCH PRĘDZEJ CZY PÓŹNIEJ WRACA DO DOMU, ALE TYLKO FIZYCZNIE. MENTALNIE JUŻ ZAWSZE BĘDĄ TKWILI W CIEMNEJ, CIASNEJ KLATCE.”","Sensacyjne i thrillery, Powieść polska"
/pl/fatum_wielkie_litery-9788382809008,książka / book,Książki i czasopisma / Books and periodicals,Max Czornyj,Fatum Wielkie Litery,,polski,Filia Wielkie Litery,2023,Miękka,16.0x23.0,336,"0,47 kg",17.07.2023,9788382809008 (9788382809008),9788382809008,/img/product_images_new/921/789921_01_Fatum.300.jpg,"Książka wydana w serii Wielkie Litery – w specjalnym formacie z dużą czcionką dla seniorów i osób słabowidzących. Fatum? Tak to nazywasz? Ja to nazywam po prostu przekleństwem. W jednym z lubelskich pustostanów dochodzi do makabrycznego morderstwa. Ofiara została spalona żywcem w specjalnie przygotowanej klatce. Okazuje się, że szaleniec, który się tego dopuścił zostawił kilka zagadkowych tropów. Co oznacza tajemnicza wiadomość? Czy miejsce zbrodni jest jedynie upiorną inscenizacją? Wreszcie: co wspólnego z zabójstwem ma religijna kultura haredi? Na te pytania musi odpowiedzieć komisarz Deryło. Czas ucieka. Walkę o życie prowadzi nie tylko kolejna ofiara, ale również ranna w poprzednim śledztwie partnerka Deryły, Tamara Haler. Ich losami zdaje się jednak rządzić nieuchwytne FATUM. A może los wszystkich spoczywa w rękach szalonego mordercy, który przewiduje przyszłość?","Kryminały, Powieść polska"
Link,Rodzaj (nośnik),Dział,Autor,Tytuł,Tytuł originału,Język,Wydawca,Rok wydania,Rodzaj oprawy,Wymiary,Liczba stron,Ciężar,Wydano,ISBN,EAN/UPC,Image,Description,Kategoria
/pl/sekret_obrienow-9788382809336,książka / book,Książki i czasopisma / Books and periodicals,Lisa Genova,Sekret O'Brienów,Inside O'Briens,polski,Filia,2023,Miękka,13.5x20.5,448,"0,398 kg",13.09.2023,9788382809336 (9788382809336),9788382809336,/img/product_images_new/591/811591_01_sekret_obrienow.300.jpg,"Joe O’Brien to czterdziestotrzyletni policjant, który mieszka w jednej z irlandzko-katolickich dzielnic Bostonu. Jest oddanym mężem, dumnym ojcem czwórki dwudziestokilkuletnich dzieci i szanowanym funkcjonariuszem. Joe zaczyna doznawać problemów z koncentracją, nietypowych dla niego wybuchów złości i dziwnych drgawek. Początkowo przypisuje te niepokojące objawy stresującej pracy, ale wraz z ich uporczywym nasilaniem postanawia umówić się na wizytę u neurologa. Diagnoza, którą otrzyma, na zawsze odmieni życie Joe i jego rodziny. To pląsawica Huntingtona. Pląsawica Huntingtona to śmiertelna choroba neurogeneratywna, na którą jak do tej pory nie znaleziono lekarstwa. Każde z czwórki dzieci Joe ma pięćdziesiąt procent szans odziedziczenia choroby ojca i ich los może wyjaśnić jedno badanie krwi. Obserwując swoją przyszłość w pogarszającym się stanie Joego, dwudziestojednoletnia Katie zmaga się z pytaniami pod jakimi stanęło jej ledwie rozpoczęte, dorosłe życie. Czy chce wykonać test? A jeśli posiada chorobowy genotyp? Czy potrafi żyć w nieświadomości? Wraz z nasileniem się objawów Joe traci odznakę i wiele więcej. Próbuje nie tracić nadziei i z godnością stawiać czoło chorobie, podczas gdy Katie i jej rodzeństwo szukają w sobie odwagi, by zmierzyć się z losem. Lisa Genova, której twórczość ""obnaża hart ludzkiego ducha"" (""The San Francisco Chronicle""), po raz kolejny stworzyła powieść, która wzrusza, odmienia i zapada w pamięć siłą ludzkich losów, które stały się jej kanwą.","Społeczno-obyczajowa, Powieść zagraniczna"
/pl/szostka-9788382809398,książka / book,Książki i czasopisma / Books and periodicals,Przemysław Kowalewski,Szóstka,,polski,Filia,2023,Miękka ze skrzydełkami,13.5x20.5,408,"0,365 kg",20.09.2023,9788382809398 (9788382809398),9788382809398,/img/product_images_new/426/813426_01_szostka.300.jpg,"Grudzień 1967 roku. Szczecinem wstrząsa potężna katastrofa tramwajowa. Pod kołami popularnej szóstki ginie kilkanaście osób, a kilkaset trafia do lokalnych szpitali. Dzień po wydarzeniu w mediach pojawia się informacja, wskazująca na trop, że nie był to zwykły wypadek. Cenzura blokuje przekaz. Minister spraw wewnętrznych powołuje tajną grupę, która ma zbadać kulisy wypadku. Zespół tworzą śledczy, którzy dziesięć lat wcześniej przyczynili się do rozwiązania sprawy sekty ze Wzgórza Kupały. Ugne Galant z grupą śledczych poszukuje osób ratujących pasażerów po wypadku, którzy byli świadkami niecodziennych zdarzeń podczas akcji ratunkowej. O krok przed nimi są ludzie, którzy zrobią wszystko, by prawda nie ujrzała światła dziennego. Czy zbrodnia ku chwale Boga lub idei może zostać usprawiedliwiona?","Sensacyjne i thrillery, Powieść polska"
/pl/kara-9788382809435,książka / book,Książki i czasopisma / Books and periodicals,Sara Antczak,Kara,,polski,Filia,2023,Miękka,13.5x20.5,480,"0,425 kg",27.09.2023,9788382809435 (9788382809435),9788382809435,/img/product_images_new/173/814173_01_Kara.300.jpg,"Kara tu i teraz czy kara bez końca? Czwórka przyjaciół przyjeżdża na popularny festiwal muzyczny. Chcą odreagować traumatyczne wydarzenia z przeszłości i zamierzają bawić się tak, jakby jutra miało nie być. Gdy jedno z nich znika, pozostała trójka natychmiast staje się głównymi podejrzanymi w śledztwie. Zdesperowani przyjaciele postanawiają na własną rękę odnaleźć zaginioną. Okazuje się jednak, że ściągają na siebie śmiertelne niebezpieczeństwo. Dobrymi chęciami wybrukowane jest PIEKŁO. Jak zachowałbyś się na ich miejscu? „Wyśmienity thriller. Napięcie, zagadka, suspens godny Chandlera.” Przemysław Poznański – Zupełnie Inna Opowieść „Nawet jak odłożyłam książkę, śnił mi się ciąg dalszy! Nie czytajcie jej przed snem! Od pierwszych stron zostaniecie wciągnięci do fabuły bez żadnego ratunku!” Marita Lipska – Poznański Festiwal Kryminału GRANDA","Powieść polska, Sensacyjne i thrillery"
/pl/milczenie-9788382809442,książka / book,Książki i czasopisma / Books and periodicals,Marek Stelar,Milczenie,,polski,Filia,2023,Miękka,13.5x20.5,384,"0,395 kg",27.09.2023,9788382809442 (9788382809442),9788382809442,/img/product_images_new/911/814911_01_Milczenie.300.jpg,"NAJWIĘKSI BOHATEROWIE TO CI NIEZNANI. NIEKTÓRZY Z NICH NIE CHCĄ NAWET PAMIĘTAĆ, ŻE NIMI ZOSTALI. Aspirant Przeworski wraca do pracy w policji w Szczecinie. Pierwszą sprawą jest zabójstwo Niemki, Helene von Zussow. Właścicielka berlińskiej firmy deweloperskiej zostaje znaleziona martwa w pokoju w jednym ze szczecińskich hoteli. Praktycznie od samego początku tropy nieoczekiwanie prowadzą Przeworskiego do Nowego Warpna, bo właśnie tam kobieta planowała najnowszą inwestycję: kompleks termalno-sanatoryjny nastawiony głównie na klientelę niemiecką. To oraz niespodziewana wizyta izraelskiego historyka wprowadza śledztwo na nowy tor: ojciec zamordowanej, Moryc Apfelbaum, uczestnik powstania w getcie żydowskim spędził w Nowym Warpnie kilka pierwszych powojennych lat, po czym zniknął bez śladu. Krąg podejrzeń zacieśnia się wokół Władeczka Strapko, osiemdziesięciosześcioletniego mieszkańca Nowego Warpna, mruka i dziwaka. Co wspólnego z ojcem ofiary ma on sam i jego ojciec, weteran wojenny i osadnik, zamieszkały w miasteczku na końcu świata tuż po wojnie?","Kryminały, Powieść polska"
/pl/strazak_sam_zadania_do_scierania-9788382820164,,Książki i czasopisma / Books and periodicals,Opracowanie zbiorowe,Strażacy już jadą. Strażak Sam. Zadania do ścierania,,,Media Service Zawada,2022,Miękka,29.5x21.0,16,"0,158 kg",,978-83-8282-016-4 (9788382820164),9788382820164,/img/product_images_new/512/647512_01_strazak_sam_strazacy_juz_jada.300.jpg,"Seria popularnych książek ze zmywalnym flamastrem i laminowanymi stronami. Rysuj, pisz, rozwiązuj zadania i baw się ze swoimi ulubionymi bohaterami – wyrusz w świat pełen przygód. Zadania można rozwiązywać wielokrotnie za pomocą dołączonego zmywalnego flamastra. Wystarczy użyć gąbki na końcu skuwki. Jeśli coś pójdzie nie po twojej myśli, możesz spróbować jeszcze raz! Ta przygoda nigdy się nie kończy!",Dla dzieci i młodzieży
/pl/psi_patrol_co_za_historia_wzywamy_psi_patrol-9788382820683,książka / book,Książki i czasopisma / Books and periodicals,Opracowanie Zbiorowe,Psi Patrol Co za historia Wzywamy Psi Patrol,,polski,Media Service Zawada,2022,Twarda,22.0x22.0,48,"0,315 kg",09.05.2022,9788382820683 (9788382820683),9788382820683,/img/product_images_new/458/648458_01_wzywamy_psi_patrol_co_za_historia.300.jpg,"Seria książek w twardej oprawie Co za Historia! to nie tylko opowiadania z ulubionymi bohaterami. Pytania zadane na początku każdej historii pomogą dziecku skoncentrować się podczas lektury, a zadania do rysowania rozwiną wyobraźnię i kreatywność. Dobra zabawa gwarantowana!",Dla dzieci i młodzieży
